20,19980,0,0
20,19961,19,0
20,19934,46,0
26,19912,62,0
37,19870,93,0
34,19835,111,20
51,19792,134,23
74,19706,197,23
102,19592,275,31
126,19488,344,42
172,19346,427,55
229,19103,600,68
322,18778,812,88
433,18376,1072,119
591,17833,1421,155
776,17112,1900,212
1001,16248,2447,304
1344,15094,3153,409
1772,13810,3881,537
2337,12278,4707,678
2998,10578,5538,886
3825,8823,6191,1161
4661,7083,6726,1530
5600,5450,6962,1988
6539,4079,6834,2548
7326,2895,6537,3242
7959,2034,5904,4103
8360,1410,5190,5040
8620,964,4407,6009
8630,662,3646,7062
8480,454,2962,8104
8163,336,2316,9185
7779,260,1814,10147
7272,215,1366,11147
6686,195,1051,12068
6082,197,817,12904
5500,209,648,13643
4985,217,488,14310
4477,210,386,14927
3988,234,316,15462
3580,260,263,15897
3182,272,226,16320
2840,302,189,16669
2526,337,169,16968
2244,344,161,17251
1995,370,144,17491
1770,395,127,17708
1564,419,133,17884
1390,447,131,18032
1266,467,123,18144
1134,514,109,18243
1023,545,121,18311
923,579,114,18384
846,615,106,18433
761,651,99,18489
711,675,100,18514
647,700,96,18557
605,722,89,18584
554,752,89,18605
514,796,92,18598
473,826,91,18610
441,860,95,18604
410,909,76,18605
389,943,68,18600
364,987,70,18579
346,1034,72,18548
326,1081,70,18523
316,1107,75,18502
302,1155,63,18480
274,1192,64,18470
261,1227,60,18452
244,1264,62,18430
237,1316,70,18377
220,1367,77,18336
219,1430,70,18281
209,1474,75,18242
203,1522,78,18197
204,1579,78,18139
191,1620,84,18105
187,1654,84,18075
191,1696,80,18033
190,1731,84,17995
184,1772,84,17960
183,1804,81,17932
191,1856,79,17874
183,1892,83,17842
192,1915,79,17814
188,1935,80,17797
196,1968,68,17768
203,1997,62,17738
195,2016,68,17721
192,2020,87,17701
196,2029,100,17675
198,2038,103,17661
199,2036,117,17648
208,2066,114,17612
225,2078,106,17591
234,2094,118,17554
228,2112,129,17531
236,2144,126,17494
238,2191,118,17453
235,2229,126,17410
246,2272,116,17366
242,2307,114,17337
244,2321,131,17304
247,2361,123,17269
235,2412,125,17228
246,2439,126,17189
244,2453,138,17165
229,2480,147,17144
247,2508,134,17111
255,2531,122,17092
247,2552,132,17069
248,2560,140,17052
252,2566,151,17031
258,2593,143,17006
254,2588,147,17011
271,2599,133,16997
282,2601,133,16984
278,2599,151,16972
279,2596,159,16966
288,2598,158,16956
298,2610,152,16940
288,2621,162,16929
291,2632,157,16920
299,2616,172,16913
304,2612,184,16900
320,2597,184,16899
326,2600,200,16874
322,2604,217,16857
322,2599,223,16856
334,2591,228,16847
354,2565,239,16842
368,2573,231,16828
371,2575,242,16812
361,2579,244,16816
379,2589,231,16801
389,2576,234,16801
391,2591,245,16773
394,2591,246,16769
404,2567,261,16768
401,2572,281,16746
427,2561,260,16752
430,2562,273,16735
422,2567,276,16735
430,2587,287,16696
436,2587,285,16692
436,2589,281,16694
446,2591,294,16669
449,2590,290,16671
436,2606,306,16652
441,2599,324,16636
445,2607,320,16628
448,2623,325,16604
469,2640,311,16580
459,2683,323,16535
466,2702,339,16493
463,2711,368,16458
491,2733,366,16410
504,2738,366,16392
514,2745,383,16358
530,2747,402,16321
533,2748,416,16303
553,2770,407,16270
548,2768,420,16264
565,2790,420,16225
594,2802,431,16173
598,2827,414,16161
637,2834,413,16116
610,2828,443,16119
634,2804,474,16088
635,2797,498,16070
635,2768,537,16060
660,2781,513,16046
672,2810,500,16018
686,2806,492,16016
685,2777,509,16029
701,2758,506,16035
725,2704,525,16046
730,2661,543,16066
730,2612,553,16105
758,2566,556,16120
772,2533,547,16148
808,2481,538,16173
814,2450,558,16178
830,2402,562,16206
821,2370,585,16224
839,2332,581,16248
869,2318,547,16266
884,2280,536,16300
880,2220,548,16352
862,2212,538,16388
867,2200,521,16412
867,2197,518,16418
843,2169,521,16467
828,2151,525,16496
834,2108,517,16541
841,2085,501,16573
845,2048,498,16609
834,2011,501,16654
849,1989,473,16689
838,1993,453,16716
831,1995,426,16748
820,1991,416,16773
810,2003,411,16776
798,1971,441,16790
792,1962,457,16789
794,1980,437,16789
800,2012,410,16778
803,2008,404,16785
787,2005,426,16782
788,2014,431,16767
783,2003,437,16777
793,1983,431,16793
763,1976,450,16811
776,1980,429,16815
790,1991,407,16812
802,2000,391,16807
802,2013,372,16813
807,2027,350,16816
787,2006,380,16827
759,1997,414,16830
746,2007,408,16839
771,1995,403,16831
781,2007,396,16816
778,1994,404,16824
767,2022,414,16797
770,2042,393,16795
757,2032,412,16799
751,2041,396,16812
766,2052,385,16797
763,2071,385,16781
763,2056,382,16799
756,2050,380,16814
765,2030,381,16824
734,2049,381,16836
735,2049,375,16841
748,2097,365,16790
736,2085,381,16798
732,2123,374,16771
733,2169,339,16759
735,2201,343,16721
720,2228,340,16712
703,2243,357,16697
688,2254,361,16697
683,2296,363,16658
670,2334,376,16620
689,2348,369,16594
679,2374,360,16587
677,2383,366,16574
658,2380,374,16588
672,2362,369,16597
677,2354,365,16604
659,2334,383,16624
665,2343,378,16614
682,2314,374,16630
666,2306,375,16653
675,2294,368,16663
645,2286,389,16680
635,2295,390,16680
640,2307,366,16687
642,2306,367,16685
638,2305,371,16686
629,2302,371,16698
626,2307,376,16691
646,2318,370,16666
614,2331,381,16674
634,2367,335,16664
646,2347,343,16664
634,2390,333,16643
640,2400,340,16620
636,2411,348,16605
614,2444,350,16592
619,2444,350,16587
606,2427,371,16596
