20,19980,0,0
20,19965,15,0
20,19936,44,0
23,19900,77,0
36,19870,94,0
53,19824,122,1
67,19744,182,7
87,19639,261,13
127,19512,340,21
190,19364,420,26
244,19114,598,44
312,18763,854,71
442,18370,1099,89
615,17763,1502,120
823,16940,2066,171
1117,15983,2658,242
1559,14763,3359,319
2060,13290,4183,467
2673,11643,5045,639
3495,9838,5827,840
4368,7943,6549,1140
5357,6197,6897,1549
6391,4644,6902,2063
7431,3345,6554,2670
8259,2275,6083,3383
8854,1564,5327,4255
9398,1066,4416,5120
9506,721,3632,6141
9397,520,2902,7181
9007,362,2333,8298
8519,269,1855,9357
7970,207,1433,10390
7338,171,1124,11367
6654,140,914,12292
5971,135,742,13152
5364,154,587,13895
4803,153,493,14551
4307,172,404,15117
3784,191,339,15686
3324,212,310,16154
2891,235,270,16604
2530,256,238,16976
2215,272,221,17292
1949,305,202,17544
1702,346,185,17767
1519,396,166,17919
1378,416,164,18042
1213,438,162,18187
1090,473,157,18280
982,522,148,18348
886,585,155,18374
816,630,143,18411
745,677,140,18438
688,724,129,18459
632,765,122,18481
577,813,118,18492
534,846,106,18514
485,892,103,18520
449,923,95,18533
418,949,101,18532
387,986,97,18530
369,1000,92,18539
346,1026,83,18545
312,1077,79,18532
294,1119,75,18512
265,1167,79,18489
253,1188,78,18481
244,1247,73,18436
219,1297,72,18412
217,1360,59,18364
210,1406,52,18332
193,1441,56,18310
175,1495,60,18270
160,1529,66,18245
158,1572,65,18205
160,1616,59,18165
156,1655,54,18135
145,1713,47,18095
147,1767,54,18032
140,1821,57,17982
128,1884,59,17929
125,1947,59,17869
123,2023,53,17801
123,2090,53,17734
127,2153,47,17673
120,2209,60,17611
115,2275,70,17540
111,2351,74,17464
118,2410,71,17401
123,2482,73,17322
117,2551,75,17257
127,2622,82,17169
131,2683,81,17105
145,2733,79,17043
145,2791,83,16981
141,2843,90,16926
137,2900,101,16862
139,2943,107,16811
149,2990,104,16757
165,3028,111,16696
168,3079,117,16636
174,3107,121,16598
187,3149,115,16549
202,3160,115,16523
208,3156,135,16501
209,3169,152,16470
208,3187,155,16450
216,3168,171,16445
235,3165,168,16432
256,3166,156,16422
265,3144,175,16416
280,3136,190,16394
293,3122,192,16393
303,3115,199,16383
312,3076,242,16370
310,3057,264,16369
317,3069,256,16358
333,3053,278,16336
341,3052,278,16329
356,3046,278,16320
373,3062,281,16284
389,3063,284,16264
414,3067,272,16247
435,3055,270,16240
441,3029,294,16236
461,3043,287,16209
472,3014,295,16219
474,2984,330,16212
476,2974,330,16220
490,2949,353,16208
487,2924,377,16212
530,2876,376,16218
547,2846,372,16235
568,2823,376,16233
573,2801,375,16251
592,2780,378,16250
605,2740,392,16263
603,2711,395,16291
618,2695,388,16299
642,2691,397,16270
660,2683,403,16254
660,2642,418,16280
669,2650,411,16270
680,2647,411,16262
684,2634,405,16277
691,2623,407,16279
668,2586,439,16307
658,2552,456,16334
679,2526,433,16362
677,2481,472,16370
677,2463,456,16404
734,2414,427,16425
706,2377,452,16465
701,2351,448,16500
723,2309,450,16518
737,2279,440,16544
753,2258,428,16561
739,2232,413,16616
727,2203,415,16655
703,2173,434,16690
698,2149,412,16741
706,2153,397,16744
709,2128,393,16770
697,2126,393,16784
685,2131,390,16794
686,2123,374,16817
681,2133,379,16807
689,2141,370,16800
690,2146,358,16806
683,2153,357,16807
684,2154,367,16795
671,2140,389,16800
662,2152,381,16805
671,2188,364,16777
658,2193,371,16778
665,2183,383,16769
669,2211,387,16733
661,2203,399,16737
678,2235,405,16682
682,2239,397,16682
679,2247,396,16678
694,2245,402,16659
701,2266,373,16660
705,2278,359,16658
684,2267,383,16666
682,2266,390,16662
674,2265,390,16671
688,2251,383,16678
691,2266,387,16656
706,2272,387,16635
701,2308,400,16591
700,2303,406,16591
703,2308,411,16578
704,2318,409,16569
695,2307,431,16567
687,2318,420,16575
687,2328,419,16566
703,2358,400,16539
705,2359,426,16510
720,2371,428,16481
728,2387,441,16444
721,2364,459,16456
734,2371,463,16432
758,2346,452,16444
775,2362,447,16416
754,2381,444,16421
774,2381,419,16426
766,2374,418,16442
768,2361,418,16453
764,2374,412,16450
751,2377,432,16440
758,2333,466,16443
745,2346,463,16446
755,2342,454,16449
755,2312,454,16479
734,2303,464,16499
742,2315,457,16486
754,2313,459,16474
763,2320,459,16458
767,2305,460,16468
749,2325,454,16472
754,2331,456,16459
737,2346,469,16448
732,2350,475,16443
731,2333,467,16469
745,2342,447,16466
733,2362,440,16465
726,2375,447,16452
709,2369,460,16462
712,2370,453,16465
717,2377,441,16465
705,2369,442,16484
693,2352,448,16507
689,2352,429,16530
691,2350,441,16518
656,2365,433,16546
672,2372,423,16533
670,2387,430,16513
669,2385,433,16513
681,2372,444,16503
682,2357,447,16514
677,2368,449,16506
677,2402,431,16490
684,2437,411,16468
694,2443,398,16465
696,2487,396,16421
696,2486,415,16403
703,2511,411,16375
697,2525,435,16343
692,2531,443,16334
697,2517,432,16354
715,2528,428,16329
701,2503,449,16347
695,2498,432,16375
702,2493,439,16366
707,2493,453,16347
702,2485,453,16360
740,2464,462,16334
763,2435,466,16336
787,2418,457,16338
792,2382,464,16362
787,2346,496,16371
784,2329,491,16396
799,2340,465,16396
823,2327,470,16380
814,2317,484,16385
803,2328,499,16370
814,2333,480,16373
803,2346,489,16362
790,2346,519,16345
794,2385,498,16323
827,2390,495,16288
840,2412,514,16234
837,2404,523,16236
833,2422,511,16234
838,2442,508,16212
831,2447,527,16195
862,2460,515,16163
873,2474,521,16132
880,2476,523,16121
895,2449,542,16114
875,2435,579,16111
871,2410,586,16133
903,2429,546,16122
934,2401,527,16138
952,2374,545,16129
962,2348,545,16145
976,2319,565,16140
962,2283,562,16193
966,2259,572,16203
947,2266,561,16226
962,2271,528,16239
964,2280,535,16221
956,2274,521,16249
941,2259,547,16253
949,2248,534,16269
965,2225,526,16284
979,2212,519,16290
987,2168,519,16326
965,2146,538,16351
973,2124,539,16364
974,2127,509,16390
1001,2109,479,16411
964,2090,481,16465
944,2081,470,16505
925,2049,481,16545
917,2028,470,16585
920,2033,442,16605
897,2025,451,16627
871,2024,451,16654
860,2031,450,16659
841,2034,456,16669
832,2038,451,16679
814,2030,473,16683
810,2029,475,16686
821,2044,458,16677
837,2043,440,16680
811,2058,453,16678
816,2072,446,16666
804,2090,448,16658
795,2127,425,16653
781,2160,428,16631
780,2181,422,16617
753,2186,443,16618
742,2201,428,16629
744,2223,420,16613
725,2256,430,16589
708,2278,447,16567
713,2307,439,16541
704,2323,445,16528
704,2371,433,16492
732,2377,434,16457
717,2436,437,16410
728,2502,428,16342
729,2512,449,16310
729,2538,467,16266
747,2554,467,16232
755,2536,488,16221
786,2519,497,16198
784,2544,502,16170
785,2530,508,16177
780,2496,541,16183
795,2499,535,16171
821,2491,537,16151
833,2495,538,16134
867,2486,527,16120
853,2500,529,16118
862,2507,538,16093
861,2529,553,16057
874,2521,558,16047
887,2493,599,16021
900,2487,592,16021
923,2465,604,16008
929,2437,618,16016
937,2427,609,16027
945,2422,587,16046
986,2413,576,16025
985,2393,603,16019
998,2386,580,16036
1013,2363,579,16045
993,2371,596,16040
975,2366,590,16069
1002,2337,590,16071
1006,2318,595,16081
1010,2273,613,16104
1007,2263,608,16122
1037,2267,584,16112
1031,2269,566,16134
1030,2256,579,16135
1051,2246,576,16127
1049,2263,573,16115
1052,2252,584,16112
1064,2216,568,16152
1031,2202,589,16178
1022,2173,589,16216
1006,2181,599,16214
993,2184,577,16246
1002,2176,569,16253
1006,2198,539,16257
1014,2182,551,16253
976,2156,589,16279
958,2150,611,16281
985,2171,576,16268
988,2169,560,16283
981,2168,541,16310
973,2177,536,16314
945,2173,536,16346
948,2157,541,16354
938,2147,547,16368
942,2151,534,16373
935,2175,509,16381
929,2197,503,16371
919,2192,504,16385
894,2206,511,16389
882,2194,537,16387
877,2196,544,16383
911,2201,534,16354
955,2192,527,16326
952,2192,531,16325
937,2194,522,16347
953,2194,516,16337
927,2171,557,16345
928,2152,557,16363
951,2166,531,16352
943,2178,527,16352
935,2195,515,16355
915,2189,522,16374
915,2170,533,16382
919,2209,511,16361
943,2207,507,16343
914,2214,511,16361
889,2245,517,16349
907,2273,507,16313
913,2232,529,16326
901,2256,537,16306
888,2261,552,16299
899,2292,535,16274
905,2296,550,16249
917,2311,542,16230
914,2293,531,16262
918,2298,538,16246
897,2316,544,16243
888,2363,520,16229
892,2385,513,16210
892,2400,526,16182
932,2399,518,16151
919,2396,533,16152
910,2359,560,16171
919,2345,565,16171
936,2330,577,16157
942,2319,580,16159
980,2320,563,16137
1004,2324,555,16117
998,2311,564,16127
973,2308,585,16134
972,2283,592,16153
996,2288,572,16144
1003,2249,587,16161
1027,2240,583,16150
1046,2211,548,16195
1051,2221,532,16196
1056,2205,534,16205
1059,2168,545,16228
1028,2141,559,16272
1011,2114,576,16299
1006,2089,572,16333
1008,2081,545,16366
1024,2057,521,16398
1009,2028,537,16426
1007,2022,511,16460
983,2035,501,16481
974,2044,487,16495
958,2019,507,16516
972,2027,490,16511
968,2045,467,16520
956,2041,447,16556
915,2048,450,16587
898,2037,461,16604
910,2042,470,16578
897,2057,459,16587
892,2065,451,16592
875,2085,459,16581
838,2122,458,16582
819,2163,442,16576
799,2195,433,16573
811,2244,408,16537
803,2258,405,16534
792,2244,421,16543
804,2276,418,16502
780,2268,444,16508
764,2268,472,16496
768,2247,471,16514
788,2264,453,16495
788,2299,435,16478
770,2336,438,16456
773,2342,442,16443
782,2385,416,16417
765,2407,411,16417
767,2414,421,16398
759,2446,423,16372
745,2473,435,16347
766,2483,434,16317
764,2504,434,16298
773,2519,441,16267
784,2509,458,16249
783,2519,456,16242
794,2541,457,16208
791,2573,450,16186
817,2586,432,16165
850,2581,447,16122
841,2568,487,16104
852,2578,487,16083
884,2596,486,16034
881,2581,501,16037
878,2579,511,16032
903,2569,496,16032
934,2537,510,16019
943,2481,545,16031
935,2445,576,16044
938,2463,585,16014
971,2398,605,16026
998,2380,594,16028
1005,2325,619,16051
1048,2309,607,16036
1042,2246,630,16082
1041,2202,631,16126
1069,2191,608,16132
1091,2176,583,16150
1083,2150,579,16188
1117,2097,552,16234
1103,2061,554,16282
1090,2071,554,16285
1070,2055,549,16326
1061,2038,563,16338
1073,2031,533,16363
1078,2008,529,16385
1069,1998,536,16397
1044,2011,518,16427
1025,2028,507,16440
1017,2000,522,16461
1007,2012,528,16453
958,2043,539,16460
907,2068,548,16477
907,2091,511,16491
905,2103,511,16481
926,2126,487,16461
936,2125,500,16439
909,2159,516,16416
897,2198,518,16387
889,2215,520,16376
883,2235,523,16359
855,2265,519,16361
867,2298,519,16316
858,2293,544,16305
877,2342,517,16264
897,2371,496,16236
909,2363,516,16212
903,2380,528,16189
900,2382,541,16177
865,2358,559,16218
845,2381,564,16210
841,2374,572,16213
869,2394,553,16184
871,2373,574,16182
871,2376,569,16184
871,2367,576,16186
883,2336,600,16181
