20,19980,0,0
20,19965,15,0
20,19948,32,0
22,19925,53,0
26,19896,78,0
39,19856,105,0
38,19810,140,12
60,19743,183,14
89,19655,231,25
126,19513,330,31
173,19356,431,40
225,19108,612,55
306,18781,842,71
432,18380,1097,91
578,17827,1476,119
784,17065,1979,172
1068,16162,2535,235
1422,15082,3178,318
1904,13693,3952,451
2513,12088,4773,626
3151,10329,5649,871
3919,8515,6377,1189
4866,6823,6727,1584
5846,5196,6939,2019
6869,3795,6768,2568
7782,2641,6346,3231
8429,1875,5638,4058
8865,1261,4891,4983
9059,859,4099,5983
9060,566,3364,7010
8759,383,2716,8142
8374,287,2137,9202
7874,221,1682,10223
7268,184,1311,11237
6680,158,1034,12128
6058,151,822,12969
5427,138,688,13747
4850,157,545,14448
4330,154,444,15072
3823,162,373,15642
3423,181,301,16095
3034,182,255,16529
2633,192,228,16947
2307,224,202,17267
2011,246,180,17563
1746,283,169,17802
1491,318,158,18033
1278,374,141,18207
1121,433,143,18303
980,475,148,18397
863,518,158,18461
737,570,154,18539
650,641,136,18573
590,693,121,18596
523,751,124,18602
452,807,127,18614
425,877,111,18587
385,948,104,18563
351,1015,99,18535
312,1064,104,18520
288,1125,100,18487
272,1195,97,18436
252,1236,97,18415
231,1280,93,18396
214,1327,92,18367
192,1367,93,18348
170,1413,93,18324
155,1451,82,18312
147,1491,78,18284
135,1524,75,18266
133,1550,76,18241
114,1598,66,18222
108,1648,62,18182
112,1714,55,18119
112,1750,60,18078
114,1812,61,18013
111,1885,60,17944
105,1954,62,17879
101,2041,62,17796
106,2127,64,17703
100,2232,67,17601
107,2308,64,17521
105,2383,74,17438
99,2461,79,17361
100,2552,74,17274
107,2614,79,17200
105,2682,77,17136
112,2759,72,17057
117,2819,77,16987
122,2883,78,16917
124,2954,77,16845
126,2992,83,16799
125,3042,85,16748
130,3089,87,16694
122,3125,114,16639
124,3165,120,16591
127,3194,128,16551
131,3230,128,16511
145,3258,125,16472
147,3294,129,16430
151,3324,137,16388
166,3357,134,16343
184,3374,141,16301
179,3409,158,16254
193,3428,153,16226
204,3420,171,16205
203,3418,183,16196
214,3420,191,16175
227,3411,198,16164
244,3402,212,16142
264,3397,214,16125
258,3394,230,16118
260,3386,237,16117
266,3362,258,16114
285,3356,259,16100
309,3340,258,16093
339,3306,257,16098
350,3297,268,16085
358,3274,287,16081
381,3238,298,16083
397,3197,315,16091
406,3179,326,16089
423,3161,325,16091
445,3134,332,16089
457,3100,362,16081
478,3058,381,16083
498,3010,401,16091
486,2976,421,16117
523,2963,408,16106
538,2941,419,16102
563,2888,419,16130
591,2843,424,16142
602,2796,444,16158
608,2766,456,16170
635,2718,490,16157
656,2677,504,16163
659,2661,507,16173
681,2636,503,16180
700,2589,526,16185
719,2563,525,16193
732,2539,525,16204
743,2537,518,16202
776,2508,513,16203
768,2467,523,16242
775,2437,521,16267
791,2398,542,16269
806,2360,552,16282
815,2325,540,16320
813,2330,522,16335
812,2298,522,16368
818,2265,516,16401
836,2201,530,16433
850,2134,553,16463
835,2130,540,16495
849,2093,531,16527
827,2053,558,16562
800,2044,540,16616
818,2015,528,16639
837,1999,517,16647
819,2003,488,16690
814,1971,490,16725
796,1972,487,16745
787,1948,489,16776
757,1950,473,16820
753,1961,455,16831
740,1988,444,16828
740,1970,434,16856
730,1982,446,16842
707,1994,444,16855
699,1978,446,16877
691,1967,447,16895
681,1971,439,16909
700,1980,448,16872
693,1985,441,16881
670,1993,438,16899
671,2016,433,16880
660,2027,452,16861
663,2041,450,16846
656,2055,449,16840
658,2085,432,16825
685,2107,404,16804
689,2139,382,16790
707,2154,380,16759
680,2164,402,16754
690,2152,418,16740
693,2152,419,16736
716,2144,407,16733
717,2159,417,16707
720,2178,409,16693
728,2188,415,16669
732,2219,414,16635
729,2235,411,16625
730,2257,401,16612
710,2275,418,16597
696,2323,408,16573
699,2366,384,16551
704,2382,387,16527
677,2386,439,16498
684,2396,436,16484
717,2402,443,16438
701,2393,466,16440
709,2410,474,16407
720,2418,477,16385
722,2416,486,16376
746,2424,483,16347
766,2396,488,16350
777,2383,511,16329
774,2348,522,16356
760,2335,549,16356
788,2324,545,16343
791,2307,552,16350
789,2302,550,16359
807,2318,531,16344
802,2287,547,16364
817,2290,536,16357
828,2267,527,16378
847,2248,531,16374
834,2241,541,16384
852,2245,517,16386
854,2223,532,16391
852,2210,539,16399
861,2188,538,16413
854,2174,544,16428
867,2136,566,16431
893,2130,538,16439
895,2101,547,16457
893,2078,541,16488
879,2076,549,16496
857,2092,544,16507
850,2094,539,16517
866,2108,522,16504
846,2129,517,16508
832,2136,521,16511
831,2147,504,16518
840,2132,512,16516
831,2148,520,16501
834,2159,502,16505
825,2188,487,16500
825,2183,493,16499
822,2196,490,16492
796,2205,513,16486
795,2227,493,16485
771,2226,513,16490
775,2237,500,16488
771,2260,497,16472
809,2266,482,16443
784,2282,496,16438
768,2293,522,16417
763,2295,540,16402
768,2338,548,16346
795,2362,536,16307
818,2383,514,16285
807,2423,535,16235
816,2444,531,16209
814,2486,527,16173
812,2511,535,16142
802,2530,548,16120
802,2541,572,16085
798,2567,566,16069
808,2566,591,16035
835,2543,610,16012
856,2542,622,15980
877,2538,630,15955
905,2547,633,15915
935,2535,642,15888
967,2528,652,15853
971,2498,675,15856
1005,2495,648,15852
1012,2491,656,15841
1018,2444,679,15859
1006,2433,685,15876
1046,2394,667,15893
1050,2362,676,15912
1082,2357,649,15912
1069,2298,685,15948
1056,2284,672,15988
1061,2258,690,15991
1061,2268,666,16005
1111,2248,640,16001
1090,2235,662,16013
1063,2220,672,16045
1064,2222,648,16066
1097,2191,637,16075
1087,2155,636,16122
1116,2120,627,16137
1116,2100,635,16149
1106,2053,648,16193
1095,2053,627,16225
1130,2038,592,16240
1114,2003,610,16273
1122,1999,593,16286
1108,1979,595,16318
1089,1975,587,16349
1085,1977,577,16361
1074,1951,567,16408
1053,1936,565,16446
1026,1930,565,16479
1016,1905,565,16514
995,1917,556,16532
981,1902,563,16554
991,1905,538,16566
975,1893,549,16583
940,1923,545,16592
931,1903,560,16606
928,1893,549,16630
926,1909,547,16618
925,1921,550,16604
922,1935,549,16594
943,1941,550,16566
929,1945,549,16577
925,1986,520,16569
925,1987,511,16577
911,2002,521,16566
891,2022,513,16574
888,2014,516,16582
873,2034,510,16583
890,2022,495,16593
892,2007,500,16601
884,2024,490,16602
862,2039,496,16603
835,2089,489,16587
826,2118,500,16556
822,2119,490,16569
826,2119,509,16546
821,2135,514,16530
829,2146,505,16520
813,2161,516,16510
833,2177,513,16477
836,2191,515,16458
847,2205,510,16438
829,2188,536,16447
860,2181,522,16437
844,2176,530,16450
864,2183,518,16435
880,2183,527,16410
873,2188,538,16401
867,2195,521,16417
859,2204,526,16411
880,2214,519,16387
883,2222,522,16373
889,2215,512,16384
881,2220,521,16378
872,2195,528,16405
873,2184,530,16413
848,2173,530,16449
848,2188,522,16442
853,2218,512,16417
854,2234,507,16405
826,2209,534,16431
824,2198,542,16436
833,2200,528,16439
828,2209,526,16437
800,2201,554,16445
812,2201,549,16438
810,2227,542,16421
827,2199,527,16447
826,2191,532,16451
845,2184,522,16449
848,2187,510,16455
850,2153,521,16476
825,2140,527,16508
818,2142,538,16502
844,2130,518,16508
841,2142,497,16520
851,2154,503,16492
847,2168,474,16511
839,2153,505,16503
825,2169,506,16500
840,2167,511,16482
841,2146,522,16491
827,2166,520,16487
852,2169,490,16489
852,2164,496,16488
802,2181,499,16518
793,2198,511,16498
782,2198,539,16481
795,2223,517,16465
817,2211,513,16459
833,2229,526,16412
847,2244,515,16394
860,2276,498,16366
881,2301,499,16319
872,2338,508,16282
867,2336,518,16279
869,2318,539,16274
860,2335,552,16253
849,2339,560,16252
859,2363,559,16219
874,2349,556,16221
884,2339,553,16224
892,2336,560,16212
885,2329,585,16201
868,2297,608,16227
911,2306,593,16190
938,2317,564,16181
950,2299,585,16166
937,2292,619,16152
944,2290,621,16145
940,2272,634,16154
959,2263,637,16141
1007,2244,620,16129
1034,2250,607,16109
1056,2218,624,16102
1041,2252,627,16080
1054,2215,636,16095
1046,2201,636,16117
1040,2182,651,16127
1067,2154,652,16127
1075,2149,639,16137
1102,2122,614,16162
1090,2103,601,16206
1096,2080,593,16231
1095,2025,620,16260
1087,1985,644,16284
1097,1933,658,16312
1121,1910,645,16324
1095,1899,622,16384
1128,1855,618,16399
1113,1839,616,16432
1105,1807,623,16465
1138,1795,589,16478
1144,1822,553,16481
1146,1806,535,16513
1120,1819,544,16517
1108,1805,548,16539
1093,1799,566,16542
1074,1812,571,16543
1072,1802,576,16550
1055,1831,549,16565
1043,1846,557,16554
1023,1846,567,16564
982,1852,567,16599
994,1868,550,16588
981,1857,562,16600
967,1876,547,16610
981,1877,499,16643
968,1868,513,16651
960,1877,522,16641
962,1889,497,16652
965,1929,466,16640
952,1940,465,16643
917,1944,490,16649
905,1937,509,16649
899,1974,502,16625
879,1993,501,16627
856,2025,490,16629
869,2024,492,16615
857,2059,488,16596
839,2086,474,16601
841,2110,463,16586
802,2102,486,16610
779,2111,479,16631
768,2116,489,16627
748,2128,505,16619
749,2136,502,16613
745,2143,503,16609
749,2152,495,16604
745,2148,499,16608
735,2154,508,16603
752,2161,488,16599
727,2165,500,16608
725,2180,506,16589
725,2194,490,16591
727,2221,485,16567
729,2219,487,16565
730,2232,474,16564
721,2257,483,16539
730,2259,481,16530
718,2275,495,16512
706,2281,507,16506
712,2302,499,16487
707,2331,488,16474
714,2361,487,16438
722,2388,493,16397
727,2409,490,16374
727,2417,508,16348
749,2446,488,16317
762,2464,472,16302
733,2490,500,16277
737,2514,503,16246
763,2545,503,16189
761,2561,516,16162
745,2571,542,16142
768,2574,535,16123
769,2576,541,16114
772,2571,556,16101
782,2591,549,16078
802,2599,566,16033
808,2620,563,16009
824,2601,566,16009
833,2623,586,15958
850,2639,596,15915
861,2643,613,15883
886,2664,579,15871
924,2668,582,15826
917,2648,611,15824
910,2599,664,15827
905,2570,688,15837
911,2562,690,15837
929,2550,708,15813
945,2540,688,15827
968,2499,688,15845
976,2466,703,15855
996,2431,691,15882
1007,2428,641,15924
997,2403,655,15945
999,2365,654,15982
1007,2370,634,15989
1022,2362,630,15986
992,2346,650,16012
998,2333,640,16029
996,2334,636,16034
977,2336,635,16052
979,2332,626,16063
999,2315,620,16066
1006,2292,626,16076
1014,2270,634,16082
1004,2277,631,16088
993,2244,655,16108
975,2238,658,16129
1006,2217,642,16135
1032,2221,611,16136
1031,2241,580,16148
1003,2219,593,16185
1008,2193,614,16185
992,2165,622,16221
998,2121,628,16253
1003,2105,638,16254
1012,2114,611,16263
1025,2108,590,16277
1019,2102,581,16298
1019,2109,561,16311
1000,2137,557,16306
993,2135,568,16304
959,2149,570,16322
953,2146,571,16330
960,2147,577,16316
943,2136,605,16316
959,2146,598,16297
961,2137,590,16312
969,2152,586,16293
956,2147,591,16306
973,2153,590,16284
968,2126,621,16285
